"","Date","Month","Year","Site.Name","COUNTY","lat_mean","lon_mean","PM2.5","Ozone"
"619",2020-02-18,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,12.5,NA
"620",2020-02-19,2,2020,"Bryson City","Swain",35.434767,-83.442133,28,38
"621",2020-02-19,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,9.5,35
"622",2020-02-19,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,36,NA
"623",2020-02-19,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,31,29
"624",2020-02-19,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,9,NA
"625",2020-02-19,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,27.75,22
"626",2020-02-19,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,35.25,NA
"627",2020-02-19,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,17.5,33
"628",2020-02-19,2,2020,"Linville Falls","Avery",35.972347,-81.933072,13,28
"629",2020-02-19,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,22.5,NA
"630",2020-02-19,2,2020,"Millbrook School","Wake",35.856111,-78.574167,36.75,28
"631",2020-02-19,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24.3333333333333,NA
"632",2020-02-19,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,35,NA
"633",2020-02-20,2,2020,"Bryson City","Swain",35.434767,-83.442133,23.5,37
"634",2020-02-20,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,4,35
"635",2020-02-20,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,40,NA
"636",2020-02-20,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,29.3333333333333,32
"637",2020-02-20,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,0,40
"638",2020-02-20,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.25,25.5
"639",2020-02-20,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,27.75,NA
"640",2020-02-20,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,23,34
"641",2020-02-20,2,2020,"Linville Falls","Avery",35.972347,-81.933072,3,30
"642",2020-02-20,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,23.5,NA
"643",2020-02-20,2,2020,"Millbrook School","Wake",35.856111,-78.574167,30.5,24
"644",2020-02-20,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19.3333333333333,NA
"645",2020-02-20,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,33.5,NA
"646",2020-02-21,2,2020,"Bryson City","Swain",35.434767,-83.442133,24,15
"647",2020-02-21,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,13,22
"648",2020-02-21,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,35.5,NA
"649",2020-02-21,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,26.5,18
"650",2020-02-21,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,30
"651",2020-02-21,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,23,20.5
"652",2020-02-21,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,31,NA
"653",2020-02-21,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,18.5,19
"654",2020-02-21,2,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,22
"655",2020-02-21,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20.5,NA
"656",2020-02-21,2,2020,"Millbrook School","Wake",35.856111,-78.574167,39.6666666666667,15.5
"657",2020-02-21,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22.5,NA
"658",2020-02-21,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,24,19
"659",2020-02-22,2,2020,"Bryson City","Swain",35.434767,-83.442133,25,31
"660",2020-02-22,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,11,35
"661",2020-02-22,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,35,NA
"662",2020-02-22,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,33,33
"663",2020-02-22,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,20,41
"664",2020-02-22,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21.5,27.5
"665",2020-02-22,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,30.3333333333333,NA
"666",2020-02-22,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,15,35
"667",2020-02-22,2,2020,"Linville Falls","Avery",35.972347,-81.933072,33,37
"668",2020-02-22,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,23,NA
"669",2020-02-22,2,2020,"Millbrook School","Wake",35.856111,-78.574167,33.25,27.5
"670",2020-02-22,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,24.6666666666667,NA
"671",2020-02-22,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,21.5,36
"672",2020-02-23,2,2020,"Bryson City","Swain",35.434767,-83.442133,34,28
"673",2020-02-23,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,4.5,35
"674",2020-02-23,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,40,NA
"675",2020-02-23,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,27.6666666666667,32
"676",2020-02-23,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,4,34
"677",2020-02-23,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,15,32.5
"678",2020-02-23,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,25.3333333333333,NA
"679",2020-02-23,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,19.5,35
"680",2020-02-23,2,2020,"Linville Falls","Avery",35.972347,-81.933072,1,38
"681",2020-02-23,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,32,NA
"682",2020-02-23,2,2020,"Millbrook School","Wake",35.856111,-78.574167,25.5,25
"683",2020-02-23,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17.3333333333333,NA
"684",2020-02-23,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,31,34
"685",2020-02-24,2,2020,"Bryson City","Swain",35.434767,-83.442133,32,43
"686",2020-02-24,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,5.5,41
"687",2020-02-24,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,37,NA
"688",2020-02-24,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,32.5,42
"689",2020-02-24,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,22,36.5
"690",2020-02-24,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,34,NA
"691",2020-02-24,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,19,41
"692",2020-02-24,2,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,43
"693",2020-02-24,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,27,44
"694",2020-02-24,2,2020,"Millbrook School","Wake",35.856111,-78.574167,29.3333333333333,35.5
"695",2020-02-24,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19.5,NA
"696",2020-02-24,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,23.5,42
"697",2020-02-25,2,2020,"Bryson City","Swain",35.434767,-83.442133,19,42
"698",2020-02-25,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,4,NA
"699",2020-02-25,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,25.5,NA
"700",2020-02-25,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,25.3333333333333,42
"701",2020-02-25,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,10,44
"702",2020-02-25,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.75,33.5
"703",2020-02-25,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,26,NA
"704",2020-02-25,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,9,43
"705",2020-02-25,2,2020,"Linville Falls","Avery",35.972347,-81.933072,17,42
"706",2020-02-25,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,16.5,43
"707",2020-02-25,2,2020,"Millbrook School","Wake",35.856111,-78.574167,24.5,37.5
"708",2020-02-25,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,12.3333333333333,NA
"709",2020-02-25,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,21,44
"710",2020-02-26,2,2020,"Bryson City","Swain",35.434767,-83.442133,24,NA
"711",2020-02-26,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,9.5,44
"712",2020-02-26,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,24.3333333333333,NA
"713",2020-02-26,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,32,39
"714",2020-02-26,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,11,45
"715",2020-02-26,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,27.25,43
"716",2020-02-26,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,25,NA
"717",2020-02-26,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,13,45
"718",2020-02-26,2,2020,"Linville Falls","Avery",35.972347,-81.933072,11,44
"719",2020-02-26,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,19,44
"720",2020-02-26,2,2020,"Millbrook School","Wake",35.856111,-78.574167,33.25,35.5
"721",2020-02-26,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,22.3333333333333,NA
"722",2020-02-26,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,20,NA
"723",2020-02-27,2,2020,"Bryson City","Swain",35.434767,-83.442133,33,42
"724",2020-02-27,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,4,41
"725",2020-02-27,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,45.5,NA
"726",2020-02-27,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,40.5,26
"727",2020-02-27,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"728",2020-02-27,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,44,31
"729",2020-02-27,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,36,NA
"730",2020-02-27,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,21,22
"731",2020-02-27,2,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,41
"732",2020-02-27,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,27,28
"733",2020-02-27,2,2020,"Millbrook School","Wake",35.856111,-78.574167,47.6666666666667,32
"734",2020-02-27,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27.5,29
"735",2020-02-27,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,30,NA
"736",2020-02-28,2,2020,"Bryson City","Swain",35.434767,-83.442133,44,21
"737",2020-02-28,2,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,19.5,39
"738",2020-02-28,2,2020,"Clemmons Middle","Forsyth",36.026,-80.342,56,41
"739",2020-02-28,2,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,45.6666666666667,36
"740",2020-02-28,2,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"741",2020-02-28,2,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,47.5,30
"742",2020-02-28,2,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,44.3333333333333,NA
"743",2020-02-28,2,2020,"Leggett","Edgecombe",35.988278,-77.5843,42.5,37
"744",2020-02-28,2,2020,"Linville Falls","Avery",35.972347,-81.933072,15,43
"745",2020-02-28,2,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,44.5,44
"746",2020-02-28,2,2020,"Millbrook School","Wake",35.856111,-78.574167,48.5,32
"747",2020-02-28,2,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27,38
"748",2020-02-28,2,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,43.5,NA
"749",2020-03-01,3,2020,"Bryson City","Swain",35.434767,-83.442133,35,30.5
"750",2020-03-01,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,16,34
"751",2020-03-01,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,35.5,31.5
"752",2020-03-01,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,36.6666666666667,31
"753",2020-03-01,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,39
"754",2020-03-01,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,26.5,27.5
"755",2020-03-01,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,25,32.5
"756",2020-03-01,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,27.5,29
"757",2020-03-01,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,33.5
"758",2020-03-01,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,26,33.5
"759",2020-03-01,3,2020,"Millbrook School","Wake",35.856111,-78.574167,39.75,30
"760",2020-03-01,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,27,30
"761",2020-03-01,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,35,29.5
"762",2020-03-02,3,2020,"Bryson City","Swain",35.434767,-83.442133,19.5,37.5
"763",2020-03-02,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,8,35
"764",2020-03-02,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,21.5,36.5
"765",2020-03-02,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,23.5,37.5
"766",2020-03-02,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,43.5
"767",2020-03-02,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.3333333333333,34.5
"768",2020-03-02,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,15.5,36.5
"769",2020-03-02,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,4.5,35
"770",2020-03-02,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,34
"771",2020-03-02,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,11.5,40.5
"772",2020-03-02,3,2020,"Millbrook School","Wake",35.856111,-78.574167,21.3333333333333,38
"773",2020-03-02,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,9,36
"774",2020-03-02,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,7,38
"775",2020-03-03,3,2020,"Bryson City","Swain",35.434767,-83.442133,28,32.5
"776",2020-03-03,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,8,39.5
"777",2020-03-03,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,29,33
"778",2020-03-03,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,23.3333333333333,35.5
"779",2020-03-03,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,39
"780",2020-03-03,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,17.75,28.5
"781",2020-03-03,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,14.75,33.5
"782",2020-03-03,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,17,36.5
"783",2020-03-03,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,25
"784",2020-03-03,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,18.5,35.5
"785",2020-03-03,3,2020,"Millbrook School","Wake",35.856111,-78.574167,28.5,36
"786",2020-03-03,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,17.3333333333333,37
"787",2020-03-03,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,17.5,36
"788",2020-03-04,3,2020,"Bryson City","Swain",35.434767,-83.442133,25,39.5
"789",2020-03-04,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,9,34.5
"790",2020-03-04,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,20.3333333333333,42.5
"791",2020-03-04,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,31.6666666666667,42.5
"792",2020-03-04,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,42.5
"793",2020-03-04,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,21.5,40
"794",2020-03-04,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,18.3333333333333,43
"795",2020-03-04,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,18,38
"796",2020-03-04,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,38
"797",2020-03-04,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20,42.5
"798",2020-03-04,3,2020,"Millbrook School","Wake",35.856111,-78.574167,24.3333333333333,41.5
"799",2020-03-04,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26.6666666666667,38
"800",2020-03-04,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,22.5,37.5
"801",2020-03-05,3,2020,"Bryson City","Swain",35.434767,-83.442133,41,43
"802",2020-03-05,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,13.5,37.5
"803",2020-03-05,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,25,42
"804",2020-03-05,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,32.5,39.5
"805",2020-03-05,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"806",2020-03-05,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,24.6666666666667,41
"807",2020-03-05,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,20.5,41
"808",2020-03-05,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,11.5,38.5
"809",2020-03-05,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,42.5
"810",2020-03-05,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,14,42.5
"811",2020-03-05,3,2020,"Millbrook School","Wake",35.856111,-78.574167,32.3333333333333,40
"812",2020-03-05,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21,37.5
"813",2020-03-05,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,28,39
"814",2020-03-06,3,2020,"Bryson City","Swain",35.434767,-83.442133,44.5,40.5
"815",2020-03-06,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,15.5,42
"816",2020-03-06,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,27.5,34.5
"817",2020-03-06,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,34,32
"818",2020-03-06,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
"819",2020-03-06,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,39,30.5
"820",2020-03-06,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,22.5,35.5
"821",2020-03-06,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,13,37
"822",2020-03-06,3,2020,"Linville Falls","Avery",35.972347,-81.933072,44,40.5
"823",2020-03-06,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20.5,34.5
"824",2020-03-06,3,2020,"Millbrook School","Wake",35.856111,-78.574167,33.25,33.5
"825",2020-03-06,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,21.6666666666667,38.5
"826",2020-03-06,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,35,35.5
"827",2020-03-07,3,2020,"Bryson City","Swain",35.434767,-83.442133,27.5,41
"828",2020-03-07,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,42
"829",2020-03-07,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,39,37.5
"830",2020-03-07,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,37,36.5
"831",2020-03-07,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,47
"832",2020-03-07,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,29,36.5
"833",2020-03-07,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,30.6666666666667,37
"834",2020-03-07,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,12,39
"835",2020-03-07,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,41
"836",2020-03-07,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,24,38.5
"837",2020-03-07,3,2020,"Millbrook School","Wake",35.856111,-78.574167,38.5,37
"838",2020-03-07,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,25.3333333333333,39.5
"839",2020-03-07,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,22.5,38
"840",2020-03-08,3,2020,"Bryson City","Swain",35.434767,-83.442133,34,35
"841",2020-03-08,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,18,43
"842",2020-03-08,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,46,35.5
"843",2020-03-08,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,40.5,36
"844",2020-03-08,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,44
"845",2020-03-08,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,43.6666666666667,33
"846",2020-03-08,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,40.5,34
"847",2020-03-08,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,15,37.5
"848",2020-03-08,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,40
"849",2020-03-08,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,20,36.5
"850",2020-03-08,3,2020,"Millbrook School","Wake",35.856111,-78.574167,42.6666666666667,36.5
"851",2020-03-08,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,38.5
"852",2020-03-08,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,28,38
"853",2020-03-09,3,2020,"Bryson City","Swain",35.434767,-83.442133,36.5,38.5
"854",2020-03-09,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,21.5,44
"855",2020-03-09,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,47,32
"856",2020-03-09,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,36.3333333333333,34
"857",2020-03-09,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,34
"858",2020-03-09,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,42,33.5
"859",2020-03-09,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,32.25,33
"860",2020-03-09,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,21,40
"861",2020-03-09,3,2020,"Linville Falls","Avery",35.972347,-81.933072,18,39.5
"862",2020-03-09,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,37,33
"863",2020-03-09,3,2020,"Millbrook School","Wake",35.856111,-78.574167,41.75,38.5
"864",2020-03-09,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,23,41.5
"865",2020-03-09,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,30.5,38.5
"866",2020-03-10,3,2020,"Bryson City","Swain",35.434767,-83.442133,45,37.5
"867",2020-03-10,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,37,37
"868",2020-03-10,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,41,33.5
"869",2020-03-10,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,50,25
"870",2020-03-10,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
"871",2020-03-10,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,46.5,26.5
"872",2020-03-10,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,38.6666666666667,31.5
"873",2020-03-10,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,46,34.5
"874",2020-03-10,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,46
"875",2020-03-10,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,45,33
"876",2020-03-10,3,2020,"Millbrook School","Wake",35.856111,-78.574167,50.75,34.5
"877",2020-03-10,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,41.3333333333333,39
"878",2020-03-10,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,58.5,36.5
"879",2020-03-11,3,2020,"Bryson City","Swain",35.434767,-83.442133,38.5,30
"880",2020-03-11,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,41
"881",2020-03-11,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,47.5,35
"882",2020-03-11,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,44,36
"883",2020-03-11,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,45
"884",2020-03-11,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,41.3333333333333,32
"885",2020-03-11,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,41,36.5
"886",2020-03-11,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,39,38
"887",2020-03-11,3,2020,"Linville Falls","Avery",35.972347,-81.933072,NA,42
"888",2020-03-11,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,36,37.5
"889",2020-03-11,3,2020,"Millbrook School","Wake",35.856111,-78.574167,36.3333333333333,37
"890",2020-03-11,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,26,39.5
"891",2020-03-11,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,36,37.5
"892",2020-03-12,3,2020,"Bryson City","Swain",35.434767,-83.442133,23,43
"893",2020-03-12,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,24.5,40.5
"894",2020-03-12,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,31,42
"895",2020-03-12,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,32.6666666666667,40.5
"896",2020-03-12,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,48
"897",2020-03-12,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,18.5,39
"898",2020-03-12,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,28,43.5
"899",2020-03-12,3,2020,"Leggett","Edgecombe",35.988278,-77.5843,18.5,38.5
"900",2020-03-12,3,2020,"Linville Falls","Avery",35.972347,-81.933072,10,45.5
"901",2020-03-12,3,2020,"Mendenhall School","Guilford",36.1090060008986,-79.802314,25,43.5
"902",2020-03-12,3,2020,"Millbrook School","Wake",35.856111,-78.574167,28.75,45
"903",2020-03-12,3,2020,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,19.6666666666667,39
"904",2020-03-12,3,2020,"West Johnston Co.","Johnston",35.59095,-78.4622,29.5,39
"905",2020-03-13,3,2020,"Bryson City","Swain",35.434767,-83.442133,37.5,45
"906",2020-03-13,3,2020,"Castle Hayne","New Hanover",34.364167,-77.838611,15,47
"907",2020-03-13,3,2020,"Clemmons Middle","Forsyth",36.026,-80.342,32.5,46
"908",2020-03-13,3,2020,"Durham Armory","Durham",36.0329550008979,-78.904037,36,44.5
"909",2020-03-13,3,2020,"Frying Pan Mountain","Haywood",35.379167,-82.7925,NA,54
"910",2020-03-13,3,2020,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,33.75,45.5
"911",2020-03-13,3,2020,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,29.6666666666667,46
